index,Hip,ra_hours,dec_degrees,flamsteed,bayer,const,name,magnitude,epoch_year
2436,95951,19.51261019,27.9652789,6,β²,Cyg,,5.12,2000.25
2437,96052,19.52953362,34.45297707,8,,Cyg,,4.74,2000.25
2438,96100,19.53905179,69.66540172,61,σ,Dra,,4.67,2000.25
2439,96229,19.56811881,7.37931918,38,μ,Aql,,4.45,2000.25
2440,96275,19.57635776,19.77339742,9,,Vul,,5.0,2000.25
2441,96302,19.58081072,29.46291111,9,,Cyg,,5.39,2000.25
2442,96327,19.58534812,-10.56043644,37,,Aql,,5.12,2000.25
2443,96341,19.58694271,-48.09911061,,ι,Tel,,4.88,2000.25
2444,96387,19.59675039,36.9445432,11,,Cyg,,6.03,2000.25
2445,96406,19.60045817,-24.71901737,51,,Sgr,,5.64,2000.25
2446,96441,19.60737289,50.22046347,13,θ,Cyg,,4.49,2000.25
2447,96465,19.61177473,-24.88356664,52,,Sgr,,4.59,2000.25
2448,96468,19.61202126,-1.28655047,41,ι,Aql,,4.36,2000.25
2449,96483,19.61484682,-7.02747069,39,κ,Aql,,4.93,2000.25
2450,96516,19.62149533,16.46276921,4,ε,Sge,,5.67,2000.25
2451,96556,19.62979344,-4.64750966,42,,Aql,,5.45,2000.25
2452,96665,19.65323339,5.39778241,44,σ,Aql,,5.18,2000.25
2453,96683,19.65627897,30.1532335,12,φ,Cyg,,4.68,2000.25
2454,96693,19.65735179,42.81821158,14,,Cyg,,5.41,2000.25
2455,96729,19.66373763,-23.42761,53,,Sgr,,6.33,2000.25
2456,96757,19.66827292,18.01393839,5,α,Sge,,4.39,2000.25
2457,96807,19.67869802,-0.6212928,45,,Aql,,5.64,2000.25
2458,96808,19.67870589,-16.29314555,54,,Sgr,,5.3,2000.25
2459,96837,19.68414825,17.47612356,6,β,Sge,,4.39,2000.25
2460,96895,19.69696917,50.52544635,16,,Cyg,,5.99,2000.25
2461,96931,19.70355912,12.19328167,46,,Aql,,6.33,2000.25
2462,96950,19.70863683,-16.12397392,55,,Sgr,,5.06,2000.25
2463,96957,19.70944646,11.8266084,47,χ,Aql,,5.28,2000.25
2464,97077,19.72858823,25.77187257,10,,Vul,,5.5,2000.25
2465,97118,19.737931,37.35426967,15,,Cyg,,4.89,2000.25
2466,97139,19.74283071,13.30280916,48,ψ,Aql,,6.25,2000.25
2467,97165,19.74956725,45.13069195,18,δ,Cyg,,2.86,2000.25
2468,97229,19.76108771,7.61315784,49,υ,Aql,,5.89,2000.25
2469,97278,19.77099171,10.61326869,50,γ,Aql,Tarazed,2.72,2000.25
2470,97290,19.77272756,-19.76089482,56,,Sgr,,4.87,2000.25
2471,97295,19.7737733,33.72868813,17,,Cyg,,5.0,2000.25
2472,97365,19.78979589,18.53425912,7,δ,Sge,,3.68,2000.25
2473,97421,19.80030601,-56.36227755,,ν,Tel,,5.33,2000.25
2474,97433,19.8028371,70.26783533,63,ε,Dra,,3.84,2000.25
2475,97473,19.81168001,11.81592014,52,π,Aql,,5.75,2000.25
2476,97496,19.81629133,19.14197806,8,ζ,Sge,,5.01,2000.25
2477,97629,19.84276066,32.91415201,,χ,Cyg,,7.91,2000.25
2478,97630,19.84277401,38.72216211,19,,Cyg,,5.18,2000.25
2479,97635,19.84381492,52.98816657,20,,Cyg,,5.03,2000.25
2480,97649,19.84630057,8.86738491,53,α,Aql,Altair,0.76,2000.25
2481,97650,19.84633416,-10.76358902,51,,Aql,,5.38,2000.25
2482,97675,19.85041673,10.4160539,54,ο,Aql,,5.12,2000.25
2483,97679,19.85113712,22.61008676,12,,Vul,,4.9,2000.25
2484,97783,19.8700014,-19.04486185,57,,Sgr,,5.88,2000.25
2485,97796,19.87271251,18.67190024,9,,Sge,,6.24,2000.25
2486,97804,19.8745455,1.00567827,55,ς,Aql,,3.87,2000.25
2487,97870,19.88815858,57.52346329,23,,Cyg,,5.14,2000.25
2488,97886,19.89102245,24.07952568,13,,Vul,,4.57,2000.25
2489,97928,19.90229793,-8.57416489,56,,Aql,,5.76,2000.25
2490,97938,19.90411715,8.46165027,59,ξ,Aql,,4.71,2000.25
2491,97966,19.91045767,-8.22722614,57,,Aql,,5.7,2000.25
2492,97967,19.91057234,-8.2369743,57,,Aql,,6.49,2000.25
2493,97980,19.91243674,0.27365959,58,,Aql,,5.6,2000.25
2494,98032,19.92102196,-41.8684135,,ι,Sgr,,4.12,2000.25
2495,98036,19.92187948,6.40793334,60,β,Aql,,3.71,2000.25
2496,98055,19.92717285,52.43902327,24,ψ,Cyg,,4.91,2000.25
2497,98066,19.93061806,-26.29968718,58,ω,Sgr,,4.7,2000.25
2498,98068,19.93104478,38.48670392,22,,Cyg,,4.95,2000.25
2499,98085,19.93368426,16.6348159,10,,Sge,,5.71,2000.25
2500,98103,19.93728685,11.42370978,61,φ,Aql,,5.28,2000.25
2501,98110,19.93844337,35.08349079,21,ς,Cyg,,3.89,2000.25
2502,98162,19.94911802,-27.1698625,59,,Sgr,,4.54,2000.25
2503,98234,19.96262183,16.78911537,11,,Sge,,5.54,2000.25
2504,98258,19.96583898,-15.49126255,61,,Sgr,,5.01,2000.25
2505,98337,19.97927434,19.49209287,12,γ,Sge,,3.51,2000.25
2506,98353,19.98254898,-26.19582739,60,,Sgr,,4.84,2000.25
2507,98375,19.98627299,23.10127381,14,,Vul,,5.68,2000.25
2508,98401,19.99352609,76.48153707,69,,Dra,,6.2,2000.25
2509,98412,19.99560397,-35.27624433,,θ¹,Sgr,,4.37,2000.25
2510,98421,19.99757777,-34.69763103,,θ²,Sgr,,5.3,2000.25
2511,98425,19.99866531,37.04288602,25,,Cyg,,5.15,2000.25
2512,98438,20.0009187,17.51654077,13,,Sge,,5.33,2000.25
2513,98478,20.00641847,-66.94888773,,μ¹,Pav,,5.75,2000.25
2514,98495,20.00983148,-72.91018443,,ε,Pav,,3.97,2000.25
2515,98543,20.01833614,27.75356392,15,,Vul,,4.66,2000.25
2516,98571,20.02265235,50.10467998,26,,Cyg,,5.06,2000.25
2517,98583,20.02459214,64.82100457,64,,Dra,,5.22,2000.25
2518,98624,20.03122335,-66.94379223,,μ²,Pav,,5.32,2000.25
2519,98633,20.03293811,-13.63724241,63,,Sgr,,5.69,2000.25
2520,98636,20.03371501,24.93787365,16,,Vul,,5.23,2000.25
2521,98658,20.03893328,64.63439179,65,,Dra,,6.27,2000.25
2522,98688,20.04429424,-27.70987972,62,,Sgr,,4.43,2000.25
2523,98702,20.04695756,67.87344872,67,ρ,Dra,,4.51,2000.25
2524,98819,20.06846253,17.07116105,15,,Sge,,5.8,2000.25
2525,98823,20.06897411,7.27793427,63,τ,Aql,,5.51,2000.25
2526,98844,20.07309807,-0.70902114,62,,Aql,,5.67,2000.25
2527,98920,20.08596517,19.99087704,16,ς,Sge,,5.09,2000.25
2528,98953,20.09064738,-12.6650459,65,,Sgr,,6.53,2000.25
2529,98962,20.09242365,61.99524822,66,,Dra,,5.4,2000.25
2530,99031,20.10609148,35.97353894,27,,Cyg,,5.38,2000.25
2531,99080,20.11483274,23.61442409,17,,Vul,,5.08,2000.25
2532,99120,20.12310238,-52.88080972,,ξ,Tel,,4.93,2000.25
2533,99171,20.13382082,-0.67802026,64,,Aql,,5.97,2000.25
2534,99240,20.14496114,-66.17932101,,δ,Pav,,3.55,2000.25
2535,99255,20.14814344,77.71136178,1,κ,Cep,,4.38,2000.25
2536,99303,20.15711576,36.83959003,28,,Cyg,,4.93,2000.25
2537,99352,20.16572505,20.9147888,17,θ,Sge,,6.51,2000.25
2538,99404,20.17597912,26.90413736,18,,Vul,,5.51,2000.25
2539,99473,20.18840688,-0.82147569,65,θ,Aql,,3.24,2000.25
2540,99500,20.1929845,62.07834754,68,,Dra,,5.7,2000.25
2541,99518,20.19665933,26.80901561,19,,Vul,,5.51,2000.25
2542,99529,20.19941751,-12.39235779,1,ξ¹,Cap,,6.34,2000.25
2543,99531,20.20019405,26.47883104,20,,Vul,,5.91,2000.25
2544,99572,20.20715424,-12.61702214,2,ξ²,Cap,,5.84,2000.25
2545,99631,20.22051872,-1.00926621,66,,Aql,,5.44,2000.25
2546,99639,20.22167833,46.81567038,30,,Cyg,,4.8,2000.25
2547,99655,20.22327809,56.56752223,33,,Cyg,,4.28,2000.25
2548,99675,20.22719518,46.74132417,31,,Cyg,,3.8,2000.25
2549,99738,20.23736696,28.69486353,21,,Vul,,5.19,2000.25
2550,99742,20.23794044,15.19746767,67,ρ,Aql,,4.94,2000.25
2551,99770,20.24221735,36.8061354,29,,Cyg,,4.93,2000.25
2552,99848,20.25786618,47.7142053,32,,Cyg,,3.96,2000.25
2553,99853,20.25839923,23.50892242,22,,Vul,,5.18,2000.25
2554,99874,20.2628215,27.8142285,23,,Vul,,4.5,2000.25
2555,99913,20.27216186,21.59876279,18,,Sge,,6.11,2000.25
2556,99918,20.27300041,-12.33707716,3,,Cap,,6.3,2000.25
2557,99951,20.27974349,24.67114227,24,,Vul,,5.3,2000.25
2558,100027,20.29412669,-12.50821403,5,α¹,Cap,,4.3,2000.25
2559,100044,20.29644567,38.0329471,34,,Cyg,,4.77,2000.25
2560,100062,20.30038201,-21.80990013,4,,Cap,,5.86,2000.25
2561,100064,20.30089401,-12.54485877,6,α²,Cap,,3.58,2000.25
2562,100108,20.30795165,36.9997539,36,,Cyg,,5.58,2000.25
2563,100122,20.31085273,34.98278431,35,,Cyg,,5.14,2000.25
2564,100195,20.32322201,-19.1185068,7,σ,Cap,,5.28,2000.25
2565,100221,20.32686046,62.25741351,71,,Dra,,5.71,2000.25
2566,100310,20.34439076,-12.75904403,8,ν,Cap,,4.77,2000.25
2567,100345,20.35017956,-14.78140119,9,β,Cap,,3.05,2000.25
2568,100435,20.36761931,24.44611603,25,,Vul,,5.5,2000.25
2569,100453,20.37047223,40.2566815,37,γ,Cyg,,2.23,2000.25
2570,100469,20.37429983,-42.04934895,,κ¹,Sgr,,5.6,2000.25
2571,100587,20.39766555,32.19018607,39,,Cyg,,4.43,2000.25
2572,100591,20.39810748,-42.42290463,,κ²,Sgr,,5.64,2000.25
2573,100751,20.42745823,-56.73488071,,α,Pav,,1.94,2000.25
2574,100859,20.45061272,49.38322449,43,,Cyg,,5.73,2000.25
2575,100881,20.4553343,-18.21169433,10,π,Cap,,5.08,2000.25
2576,100907,20.4595208,38.44052275,40,,Cyg,,5.63,2000.25
2577,100965,20.47068179,81.42266925,75,,Dra,,5.38,2000.25
2578,100977,20.47358037,-3.35774231,68,,Aql,,6.12,2000.25
2579,101027,20.48100657,-17.81366828,11,ρ,Cap,,4.77,2000.25
2580,101067,20.48899682,36.45473284,42,,Cyg,,5.9,2000.25
2581,101076,20.48992526,30.36855661,41,,Cyg,,4.01,2000.25
2582,101082,20.49092048,81.09073843,74,,Dra,,5.96,2000.25
2583,101093,20.49300758,62.99413722,2,θ,Cep,,4.21,2000.25
2584,101101,20.49415518,-2.8854763,69,,Aql,,4.91,2000.25
2585,101120,20.49793829,-18.5861634,12,ο,Cap,,6.74,2000.25
2586,101123,20.49830328,-18.58298474,12,ο,Cap,,5.94,2000.25
2587,101138,20.50098104,48.95155039,45,ω¹,Cyg,,4.94,2000.25
2588,101160,20.50498642,10.89591574,1,,Del,,6.03,2000.25
2589,101214,20.51645264,36.93584939,44,,Cyg,,6.21,2000.25
2590,101243,20.52189123,49.2203733,46,ω²,Cyg,,5.44,2000.25
2591,101260,20.52511079,74.95465942,73,,Dra,,5.18,2000.25
2592,101421,20.55354577,11.30333217,2,ε,Del,,4.03,2000.25
2593,101474,20.56505228,35.25086482,47,,Cyg,,4.61,2000.25
2594,101477,20.5652953,-44.51596141,,ν,Mic,,5.12,2000.25
2595,101483,20.56583246,13.02720146,3,ς,Del,,5.39,2000.25
2596,101589,20.58847449,14.67418482,4,ζ,Del,,4.64,2000.25
2597,101612,20.59299116,-60.58129819,,φ¹,Pav,,4.75,2000.25
2598,101641,20.60231174,25.88261861,26,,Vul,,6.4,2000.25
2599,101692,20.61211862,-2.54991814,70,,Aql,,4.91,2000.25
2600,101716,20.61796183,26.46197499,27,,Vul,,5.59,2000.25
2601,101765,20.62549223,31.57254134,48,,Cyg,,6.32,2000.25
2602,101769,20.62579715,14.59520289,6,β,Del,,3.64,2000.25
2603,101772,20.62610824,-47.29166239,,α,Ind,,3.11,2000.25
2604,101773,20.62645548,-61.52974415,,ρ,Pav,,4.86,2000.25
2605,101800,20.63030446,11.37769664,5,ι,Del,,5.42,2000.25
2606,101847,20.63896486,-1.10507951,71,,Aql,,4.31,2000.25
2607,101867,20.64202565,21.20117964,29,,Vul,,4.81,2000.25
2608,101868,20.64219673,24.11597742,28,,Vul,,5.06,2000.25
2609,101882,20.64555131,13.31512567,8,θ,Del,,5.69,2000.25
2610,101916,20.65210902,10.08615196,7,κ,Del,,5.07,2000.25
2611,101923,20.65453229,-14.95471233,14,τ,Cap,,5.24,2000.25
2612,101936,20.65689762,0.4864919,1,,Aqr,,5.15,2000.25
2613,101958,20.66062626,15.9120527,9,α,Del,,3.77,2000.25
2614,101983,20.66729623,-60.54750937,,φ²,Pav,,5.11,2000.25
2615,101984,20.66748847,-18.1386063,15,υ,Cap,,5.15,2000.25
2616,102066,20.68403891,32.30731586,49,,Cyg,,5.53,2000.25
2617,102080,20.68783711,14.58287886,10,,Del,,6.01,2000.25
2618,102098,20.69053151,45.28033423,50,α,Cyg,Deneb,1.25,2000.25
2619,102125,20.69548398,-75.35041089,,μ²,Oct,,6.51,2000.25
2620,102157,20.69918418,-66.76062542,,υ,Pav,,5.14,2000.25
2621,102162,20.70070031,-76.18056892,,μ¹,Oct,,5.99,2000.25
2622,102177,20.70350743,50.34002067,51,,Cyg,,5.41,2000.25
2623,102208,20.70974994,82.53110584,76,,Dra,,5.75,2000.25
2624,102253,20.71971766,66.65736293,4,,Cep,,5.59,2000.25
2625,102281,20.72431825,15.07468224,11,δ,Del,,4.43,2000.25
2626,102333,20.73394074,-51.92084051,,ς,Ind,,4.51,2000.25
2627,102388,20.74792311,25.27104823,30,,Vul,,4.92,2000.25
2628,102395,20.74932102,-66.20323826,,β,Pav,,3.42,2000.25
2629,102422,20.75479684,61.83679404,3,ς,Cep,,3.41,2000.25
2630,102453,20.7610442,30.7196568,52,,Cyg,,4.22,2000.25
2631,102485,20.76826836,-25.27051682,16,ψ,Cap,,4.13,2000.25
2632,102487,20.76943714,-21.51399111,17,,Cap,,5.91,2000.25
2633,102488,20.77012006,33.96945334,53,ε,Cyg,,2.48,2000.25
2634,102531,20.77746325,16.12462394,12,γ¹,Del,,5.15,2000.25
2635,102532,20.77764388,16.12477326,12,γ²,Del,,4.27,2000.25
2636,102589,20.79014637,36.49073658,54,λ,Cyg,,4.53,2000.25
2637,102618,20.79459238,-9.49568988,2,ε,Aqr,,3.78,2000.25
2638,102624,20.79562164,-5.02760303,3,,Aqr,,4.43,2000.25
2639,102633,20.7967578,6.00824104,13,,Del,,5.57,2000.25
2640,102693,20.80805543,-43.98827127,,ι,Mic,,5.11,2000.25
2641,102724,20.81563705,46.11414081,55,,Cyg,,4.81,2000.25
2642,102773,20.82174308,-68.77640032,,σ,Pav,,5.41,2000.25
2643,102790,20.82470255,-46.22689249,,ζ,Ind,,4.9,2000.25
2644,102805,20.82714884,12.54489131,15,,Del,,6.01,2000.25
2645,102819,20.83006793,7.8641548,14,,Del,,6.32,2000.25
2646,102831,20.83279986,-33.7796732,,α,Mic,,4.89,2000.25
2647,102843,20.83467543,44.0589822,56,,Cyg,,5.06,2000.25
2648,102945,20.85713671,-5.6266358,4,,Aqr,,5.99,2000.25
2649,102950,20.8583472,-51.60816692,,ι,Ind,,5.06,2000.25
2650,102978,20.86369338,-26.91912642,18,ω,Cap,,4.12,2000.25
2651,102989,20.86632121,-33.17796029,,β,Mic,,6.06,2000.25
2652,103004,20.86881265,27.09712771,31,,Vul,,4.56,2000.25
2653,103005,20.86908142,-5.50704421,5,,Aqr,,5.55,2000.25
2654,103045,20.87755716,-8.98323782,6,μ,Aqr,,4.73,2000.25
2655,103089,20.88742924,44.38726652,57,,Cyg,,4.8,2000.25
2656,103200,20.90934366,28.05763154,32,,Vul,,5.03,2000.25
2657,103226,20.91329232,-17.92285285,19,,Cap,,5.78,2000.25
2658,103227,20.91349433,-58.4540947,,β,Ind,,3.67,2000.25
2659,103294,20.92685526,13.72156383,17,,Del,,5.19,2000.25
2660,103298,20.92737588,12.56850687,16,,Del,,5.54,2000.25
2661,103401,20.94834162,-9.69751669,7,,Aqr,,5.49,2000.25
2662,103413,20.95289212,41.16719384,58,ν,Cyg,,3.94,2000.25
2663,103511,20.97120911,22.32591754,33,,Vul,,5.3,2000.25
2664,103527,20.9738786,10.8393695,18,,Del,,5.51,2000.25
2665,103569,20.98459526,4.29384672,1,ε,Equ,,5.3,2000.25
2666,103616,20.99337015,-19.03523289,20,,Cap,,6.26,2000.25
2667,103632,20.99709729,47.52094507,59,,Cyg,,4.74,2000.25
2668,103682,21.00939228,-4.72992404,11,,Aqr,,6.21,2000.25
2669,103732,21.01970068,46.15576488,60,,Cyg,,5.38,2000.25
2670,103738,21.02151713,-32.25776681,,γ,Mic,,4.67,2000.25
2671,103882,21.0494374,-38.63118269,,ζ,Mic,,5.32,2000.25
2672,103981,21.06797567,-5.82304908,12,,Aqr,,5.53,2000.25
2673,104019,21.0734235,-19.85493122,22,ς,Cap,,4.82,2000.25
2674,104031,21.07628991,5.50286035,3,,Equ,,5.63,2000.25
2675,104043,21.07861906,-77.02286938,,α,Oct,,5.13,2000.25
2676,104060,21.08218216,43.92785122,62,ξ,Cyg,,3.72,2000.25
2677,104085,21.087287,-54.72695035,,μ,Ind,,5.17,2000.25
2678,104101,21.09077468,5.95848857,4,,Equ,,5.94,2000.25
2679,104139,21.09910538,-17.23271095,23,θ,Cap,,4.08,2000.25
2680,104148,21.10031208,-30.12495361,,δ,Mic,,5.69,2000.25
2681,104177,21.10708261,-41.38593603,,ς,Mic,,5.55,2000.25
2682,104194,21.11002448,47.64840597,63,,Cyg,,4.56,2000.25
2683,104214,21.11412083,38.74149446,61,,Cyg,,5.2,2000.25
2684,104217,21.11449789,38.73441392,61,,Cyg,,6.05,2000.25
2685,104234,21.11880151,-25.00574796,24,,Cap,,4.49,2000.25
2686,104365,21.14267025,-21.19352539,25,χ,Cap,,5.3,2000.25
2687,104382,21.14611503,-88.9565112,,σ,Oct,,5.45,2000.25
2688,104452,21.15914584,-20.5563314,27,,Cap,,6.25,2000.25
2689,104459,21.15988689,-11.37165474,13,ν,Aqr,,4.5,2000.25
2690,104521,21.17235307,10.13194861,5,γ,Equ,,4.7,2000.25
2691,104538,21.1753651,10.04887979,6,,Equ,,6.07,2000.25
2692,104732,21.21560598,30.22708128,64,ζ,Cyg,,3.21,2000.25
2693,104755,21.222344,-70.12621725,,ο,Pav,,5.06,2000.25
2694,104858,21.24133058,10.00771855,7,δ,Equ,,4.47,2000.25
2695,104887,21.24648517,38.04432043,65,τ,Cyg,,3.74,2000.25
2696,104963,21.26052514,-20.65169052,28,φ,Cap,,5.17,2000.25
2697,104974,21.26245211,-15.17151251,29,,Cap,,5.31,2000.25
2698,104987,21.26372131,5.2480739,8,α,Equ,,3.92,2000.25
2699,105102,21.29026459,39.39469016,67,σ,Cyg,,4.22,2000.25
2700,105138,21.29862997,34.8968812,66,υ,Cyg,,4.41,2000.25
2701,105140,21.29895737,-32.17248551,,ε,Mic,,4.71,2000.25
2702,105143,21.29924349,-17.98513635,30,,Cap,,5.4,2000.25
2703,105164,21.30307388,-4.51951158,15,,Aqr,,5.83,2000.25
2704,105168,21.3043435,-17.46227233,31,,Cap,,7.07,2000.25
2705,105186,21.30755046,43.9459669,68,,Cyg,,5.04,2000.25
2706,105199,21.30960598,62.58545529,5,α,Cep,Alderamin,2.45,2000.25
2707,105268,21.32283696,64.87184231,6,,Cep,,5.19,2000.25
2708,105319,21.33107883,-53.44926434,,θ,Ind,,4.39,2000.25
2709,105382,21.34599543,-40.80950852,,θ¹,Mic,,4.8,2000.25
2710,105412,21.35120161,-4.56015214,16,,Aqr,,5.87,2000.25
2711,105413,21.35133348,7.3545461,9,,Equ,,5.81,2000.25
2712,105502,21.36809274,19.80435581,1,,Peg,,4.08,2000.25
2713,105515,21.3707715,-16.83455521,32,ι,Cap,,4.28,2000.25
2714,105570,21.38155049,6.81111338,10,β,Equ,,5.16,2000.25
2715,105574,21.38229762,-9.31927297,17,,Aqr,,5.99,2000.25
2716,105665,21.40266615,-20.85156019,33,,Cap,,5.38,2000.25
2717,105668,21.40317736,-12.8781302,18,,Aqr,,5.48,2000.25
2718,105696,21.40688855,-41.00669489,,θ²,Mic,,5.76,2000.25
2719,105729,21.41435523,-3.3982351,20,,Aqr,,6.38,2000.25
2720,105761,21.42028258,-9.74814011,19,,Aqr,,5.71,2000.25
2721,105767,21.42137914,-3.55657786,21,,Aqr,,5.48,2000.25
2722,105811,21.42972782,36.66740768,69,,Cyg,,5.93,2000.25
2723,105841,21.43762172,-54.66055359,,γ,Ind,,6.1,2000.25
2724,105858,21.44069225,-65.36814438,,γ,Pav,,4.21,2000.25
2725,105881,21.44445214,-22.41137838,34,ζ,Cap,,3.77,2000.25
2726,105928,21.45412074,-21.19612774,35,,Cap,,5.78,2000.25
2727,105942,21.45593451,37.11679196,70,,Cyg,,5.3,2000.25
2728,105966,21.46111944,27.60854356,35,,Vul,,5.39,2000.25
2729,105972,21.46282148,66.80914613,7,,Cep,,5.42,2000.25
2730,106032,21.47765973,70.56069481,8,β,Cep,,3.23,2000.25
2731,106039,21.47869889,-21.80716659,36,,Cap,,4.5,2000.25
2732,106067,21.48436939,-31.23853096,5,,PsA,,6.52,2000.25
2733,106093,21.49080919,46.54033179,71,,Cyg,,5.22,2000.25
2734,106140,21.49913323,23.63882922,2,,Peg,,4.52,2000.25
2735,106278,21.52597796,-5.57115593,22,β,Aqr,,2.9,2000.25
2736,106327,21.53496142,-41.1793364,,ξ,Gru,,5.29,2000.25
2737,106340,21.53738196,-33.94461293,6,,PsA,,5.97,2000.25
2738,106481,21.56635357,45.59206564,73,ρ,Cyg,,3.98,2000.25
2739,106551,21.57957705,38.53382684,72,,Cyg,,4.87,2000.25
2740,106559,21.58085251,-20.08438179,37,,Cap,,5.7,2000.25
2741,106654,21.60302888,-26.17145712,8,,PsA,,5.73,2000.25
2742,106703,21.61354145,-33.04789185,7,,PsA,,6.1,2000.25
2743,106711,21.61582695,40.41349052,74,,Cyg,,5.04,2000.25
2744,106723,21.61800632,-19.46601352,39,ε,Cap,,4.51,2000.25
2745,106781,21.62863418,6.62904329,3,,Peg,,7.66,2000.25
2746,106783,21.62878092,6.61839615,3,,Peg,,6.19,2000.25
2747,106786,21.62917834,-7.85414212,23,ξ,Aqr,,4.68,2000.25
2748,106787,21.62926898,19.31857481,5,,Peg,,5.46,2000.25
2749,106801,21.63200744,62.08194667,9,,Cep,,4.76,2000.25
2750,106856,21.64218715,5.77167281,4,,Peg,,5.66,2000.25
2751,106944,21.6592458,2.24376298,25,,Aqr,,5.1,2000.25
2752,106985,21.66815062,-16.66225343,40,γ,Cap,,3.69,2000.25
2753,106999,21.66973916,43.27380044,75,,Cyg,,5.09,2000.25
2754,107089,21.69124253,-77.38946215,,ν,Oct,,3.73,2000.25
2755,107095,21.69248133,-14.0468604,42,,Cap,,5.16,2000.25
2756,107097,21.6928524,40.80533757,76,,Cyg,,6.07,2000.25
2757,107119,21.69863224,71.31118695,11,,Cep,,4.55,2000.25
2758,107128,21.70017747,-23.26262557,41,,Cap,,5.24,2000.25
2759,107136,21.70157213,51.1896271,80,π¹,Cyg,,4.69,2000.25
2760,107144,21.7028098,1.28527344,26,,Aqr,,5.66,2000.25
2761,107151,21.70429027,5.68015144,7,,Peg,,5.3,2000.25
2762,107162,21.7063724,41.07702304,77,,Cyg,,5.73,2000.25
2763,107188,21.71094923,-18.86630105,43,κ,Cap,,4.72,2000.25
2764,107232,21.71788896,-14.39975885,44,,Cap,,5.88,2000.25
2765,107253,21.72378525,38.28360055,79,,Cyg,,5.69,2000.25
2766,107259,21.72512637,58.78005308,,μ,Cep,,4.23,2000.25
2767,107302,21.73360521,-14.7493955,45,,Cap,,5.96,2000.25
2768,107310,21.73566791,28.74322228,78,μ¹,Cyg,,4.49,2000.25
2769,107315,21.73642787,9.87500791,8,ε,Peg,Enif,2.38,2000.25
2770,107348,21.74185847,17.35004352,9,,Peg,,4.34,2000.25
2771,107354,21.7440845,25.64500284,10,κ,Peg,,4.14,2000.25
2772,107380,21.74910772,-33.02555306,9,ι,PsA,,4.35,2000.25
2773,107382,21.75006858,-9.08242443,46,,Cap,,5.1,2000.25
2774,107418,21.75748035,61.12081043,10,ν,Cep,,4.25,2000.25
2775,107472,21.76787738,22.94888549,12,,Peg,,5.29,2000.25
2776,107487,21.77118294,-9.2759542,47,,Cap,,6.0,2000.25
2777,107517,21.77557783,-11.36593201,48,λ,Cap,,5.57,2000.25
2778,107533,21.77989052,49.3095748,81,π²,Cyg,,4.23,2000.25
2779,107556,21.78396813,-16.12656595,49,δ,Cap,,2.85,2000.25
2780,107575,21.78721066,2.68613092,11,,Peg,,5.63,2000.25
2781,107586,21.79036317,60.69269363,12,,Cep,,5.53,2000.25
2782,107608,21.79560369,-30.89830582,10,θ,PsA,,5.02,2000.25
2783,107763,21.83074498,30.17427852,14,,Peg,,5.07,2000.25
2784,107788,21.83573443,17.28595705,13,,Peg,,5.34,2000.25
2785,107835,21.84645156,-69.62940458,,ο,Ind,,5.52,2000.25
2786,107843,21.84840237,-82.71882392,,λ,Oct,,5.27,2000.25
2787,107975,21.8749878,28.79369216,15,,Peg,,5.52,2000.25
2788,108022,21.8843785,25.92513878,16,,Peg,,5.09,2000.25
2789,108036,21.88821772,-13.55180134,51,μ,Cap,,5.08,2000.25
2790,108085,21.8987928,-37.3648229,,γ,Gru,,3.0,2000.25
2791,108165,21.91476614,56.6112326,13,,Cep,,5.74,2000.25
2792,108281,21.93723268,-57.89960642,,π,Ind,,6.17,2000.25
2793,108339,21.94899688,12.07652564,17,,Peg,,5.54,2000.25
2794,108431,21.96528638,-54.9925666,,δ,Ind,,4.4,2000.25
2795,108478,21.97502018,-59.01221007,,κ¹,Ind,,6.13,2000.25
2796,108535,21.98752881,73.18028413,16,,Cep,,5.04,2000.25
2797,108612,22.00219973,6.7174357,18,,Peg,,6.0,2000.25
2798,108661,22.01394862,-28.45373726,12,ς,PsA,,5.43,2000.25
2799,108691,22.01805861,0.60474348,28,,Aqr,,5.6,2000.25
2800,108693,22.01814306,13.11996136,20,,Peg,,5.61,2000.25
2801,108699,22.01923315,8.25717124,19,,Peg,,5.65,2000.25
2802,108772,22.03460442,58.00037041,14,,Cep,,5.55,2000.25
2803,108797,22.04062367,-16.96483342,29,,Aqr,,6.39,2000.25
2804,108868,22.05456423,-6.52242698,30,,Aqr,,5.55,2000.25
2805,108870,22.05484433,-56.77980602,,ε,Ind,,4.69,2000.25
2806,108874,22.05523045,-2.15533588,31,ο,Aqr,,4.74,2000.25
2807,108875,22.05528392,11.38655605,21,,Peg,,5.83,2000.25
2808,108917,22.06310052,64.62775425,17,ξ,Cep,,4.26,2000.25
2809,108924,22.06470278,63.11977885,18,,Cep,,5.26,2000.25
2810,108952,22.07328729,-29.91653781,13,,PsA,,6.45,2000.25
2811,108991,22.07984273,-0.90623994,32,,Aqr,,5.29,2000.25
2812,109005,22.08346658,62.78552941,20,,Cep,,5.27,2000.25
2813,109017,22.08577535,62.27982101,19,,Cep,,5.07,2000.25
2814,109056,22.09295962,28.96400385,23,,Peg,,5.69,2000.25
2815,109068,22.09463666,5.05828453,22,ν,Peg,,4.86,2000.25
2816,109074,22.09639591,-0.31982656,34,α,Aqr,,2.95,2000.25
